;carat;cut;color;clarity;depth;table;price;x;y;z;Volume
21992;1.01;Very Good;J;VS1;61.3;57.0;4262;6.43;6.5;3.96;165.50820000000002
21993;0.38;Ideal;E;VS1;61.9;55.2;979;4.62;4.65;2.87;61.65621
21994;1.51;Good;F;VS2;62.0;59.0;13819;7.18;7.37;4.51;238.65386599999997
21995;0.9;Very Good;H;VS2;63.1;60.0;3919;6.12;6.08;3.85;143.25696000000002
21996;0.73;Ideal;E;SI2;62.8;55.0;2431;5.73;5.76;3.61;119.147328
21997;0.51;Premium;D;VS2;59.7;58.0;1882;5.24;5.18;3.11;84.415352
21998;0.81;Ideal;F;VS1;61.8;55.0;4270;5.97;6.03;3.71;133.556661
21999;0.4;Ideal;D;VS2;62.8;57.0;895;4.68;4.72;2.95;65.16431999999999
22000;0.38;Ideal;E;VVS2;62.2;56.0;1176;4.65;4.58;2.87;61.12239
22001;1.12;Ideal;G;VVS2;62.1;54.8;8701;6.64;6.66;4.13;182.638512
22002;0.54;Good;D;SI2;59.1;65.0;1377;5.28;5.32;3.13;87.92044800000001
22003;2.04;Very Good;I;SI1;63.1;58.0;15412;8.06;7.99;5.06;325.86096399999997
22004;0.71;Ideal;I;SI1;61.4;56.0;2255;5.73;5.77;3.53;116.70921299999999
22005;0.86;Premium;H;SI2;61.0;58.0;2757;6.15;6.12;3.74;140.76612000000003
22006;0.36;Very Good;H;VVS1;62.0;55.0;753;4.57;4.6;2.84;59.702479999999994
22007;0.37;Ideal;J;SI1;60.5;57.0;497;4.63;4.66;2.81;60.627998000000005
22008;0.7;Premium;H;VVS2;62.1;58.0;2513;5.66;5.71;3.53;114.084658
22009;0.3;Ideal;G;VS2;60.8;57.0;630;4.38;4.33;2.65;50.258309999999994
22010;0.31;Premium;F;IF;60.8;59.0;874;4.36;4.39;2.66;50.913464000000005
22011;1.07;Premium;F;SI1;61.7;58.0;4597;6.58;6.62;4.07;177.287572
22012;0.3;Very Good;H;VVS1;62.8;56.0;655;4.26;4.28;2.68;48.863904000000005
22013;0.33;Premium;D;VS2;61.2;58.0;781;4.41;4.44;2.71;53.062884000000004
22014;1.62;Premium;E;SI2;61.8;59.0;9526;7.55;7.52;4.66;264.57616
22015;1.0;Premium;F;VS2;62.2;59.0;6328;6.37;6.29;3.94;157.865162
22016;0.3;Ideal;D;SI1;61.0;54.0;709;4.35;4.34;2.65;50.029349999999994
22017;1.0;Very Good;E;IF;62.5;55.0;11214;6.28;6.39;3.96;158.911632
22018;1.01;Ideal;F;SI1;62.7;54.0;6039;6.38;6.44;4.02;165.170544
22019;1.41;Ideal;J;VS1;61.6;56.0;8275;7.19;7.22;4.44;230.488392
22020;0.34;Very Good;E;SI1;63.0;55.0;596;4.42;4.47;2.8;55.32071999999999
22021;2.05;Good;G;I1;56.9;58.0;7026;8.46;8.3;4.77;334.93986000000007
22022;0.32;Premium;E;SI1;61.9;59.0;561;4.36;4.39;2.71;51.870484
22023;0.32;Ideal;I;VS2;62.5;57.0;576;4.39;4.35;2.73;52.13344499999999
22024;0.9;Ideal;G;SI1;60.2;56.0;3894;6.24;6.29;3.77;147.970992
22025;0.54;Premium;F;SI1;59.7;59.0;1369;5.36;5.3;3.18;90.33744000000002
22026;1.2;Premium;E;SI2;58.2;59.0;5268;6.98;6.9;4.04;194.57448000000002
22027;0.43;Ideal;E;SI1;62.9;56.0;1016;4.83;4.8;3.03;70.24752
22028;1.7;Very Good;I;VS2;58.5;59.0;11190;7.81;7.89;4.59;282.839931
22029;0.31;Ideal;D;VS2;62.1;55.0;734;4.31;4.32;2.68;49.899456
22030;0.81;Fair;F;SI2;68.8;79.0;2301;5.26;5.2;3.58;97.92016000000001
22031;0.4;Ideal;J;VS2;62.3;55.0;598;4.72;4.75;2.95;66.139
22032;0.71;Ideal;H;VVS1;61.8;56.0;3014;5.7;5.75;3.54;116.0235
22033;0.3;Ideal;E;VS2;61.6;55.0;844;4.33;4.31;2.66;49.641718
22034;0.72;Ideal;F;SI2;60.8;56.0;2674;5.82;5.79;3.53;118.953234
22035;0.39;Ideal;F;VS2;60.0;57.0;1053;4.76;4.7;2.84;63.53648
22036;0.67;Very Good;E;SI2;63.1;58.0;1244;5.62;5.53;3.53;109.707458
22037;0.25;Very Good;E;VVS2;60.2;59.0;575;4.07;4.14;2.47;41.619006
22038;0.36;Premium;F;VS2;60.5;59.0;932;4.64;4.61;2.8;59.893119999999996
22039;0.51;Ideal;D;VS2;61.8;55.0;1787;5.1;5.16;3.17;83.42172
22040;0.32;Ideal;E;VVS2;62.4;56.0;864;4.39;4.43;2.75;53.48117499999999
22041;1.33;Ideal;J;VS1;62.4;55.0;6190;7.02;7.05;4.39;217.26548999999994
22042;0.52;Ideal;G;VVS2;61.7;56.0;2012;5.16;5.14;3.18;84.34123199999999
22043;0.4;Premium;F;VVS2;60.7;58.0;1088;4.7;4.75;2.87;64.07275
22044;0.38;Premium;H;VS2;63.0;56.0;898;4.61;4.57;2.89;60.88565300000001
22045;1.11;Ideal;D;SI2;61.6;55.0;5547;6.62;6.66;4.09;180.324828
22046;0.31;Good;H;VS1;63.1;57.0;544;4.31;4.34;2.73;51.06574199999999
22047;1.72;Very Good;J;VS2;60.9;61.0;10477;7.77;7.79;4.74;286.904142
22048;0.7;Very Good;D;SI1;63.7;60.0;2565;5.57;5.61;3.56;111.24181200000001
22049;0.32;Ideal;D;VS2;61.9;55.0;758;4.39;4.43;2.73;53.092220999999995
22050;1.17;Ideal;G;VVS2;60.6;56.0;9225;6.87;6.84;4.15;195.01182000000003
22051;0.51;Ideal;F;VS2;62.9;55.0;1687;5.12;5.08;3.21;83.49081600000001
22052;0.37;Premium;G;VS2;60.1;59.0;649;4.64;4.68;2.8;60.802559999999986
22053;0.56;Ideal;D;VS2;61.2;56.0;1991;5.31;5.38;3.27;93.41670599999999
22054;1.11;Ideal;E;SI2;61.2;57.0;4969;6.7;6.74;4.11;185.59938000000002
22055;2.04;Ideal;G;SI1;61.9;58.0;18153;8.12;8.16;5.04;333.94636799999995
22056;1.77;Ideal;J;SI2;62.0;56.0;7771;7.78;7.74;4.81;289.644732
22057;1.01;Good;D;SI1;58.5;64.0;5271;6.4;6.45;3.76;155.2128
22058;0.55;Ideal;G;VS1;61.0;56.0;1815;5.34;5.32;3.25;92.3286
22059;0.34;Ideal;F;IF;62.2;55.0;941;4.47;4.5;2.79;56.12085
22060;0.3;Premium;D;VS2;60.6;59.0;911;4.36;4.28;2.62;48.891296000000004
22061;1.22;Ideal;J;VS2;61.0;55.0;6052;6.92;6.96;4.23;203.730336
22062;1.0;Very Good;G;VVS1;62.3;56.0;7507;6.29;6.4;3.95;159.0112
22063;0.31;Ideal;D;VVS1;60.4;56.0;984;4.38;4.43;2.66;51.613043999999995
22064;1.01;Very Good;F;VS2;61.3;61.0;6159;6.34;6.38;3.9;157.75188
22065;1.51;Premium;I;VS2;61.8;59.0;9301;7.36;7.4;4.56;248.35584
22066;0.52;Very Good;H;VS1;59.6;57.0;1320;5.25;5.34;3.15;88.31025
22067;1.01;Good;G;VS2;63.2;64.0;5538;6.34;6.28;3.99;158.862648
22068;1.1;Good;I;SI1;57.7;60.0;4312;6.82;6.77;3.92;180.991888
22069;2.12;Premium;H;SI2;61.5;59.0;13307;8.26;8.21;5.06;343.14187599999997
22070;2.18;Ideal;I;SI2;62.5;55.0;15706;8.31;8.34;5.2;360.38808000000006
22071;0.3;Good;F;SI1;63.5;59.0;500;4.19;4.22;2.67;47.210406
22072;0.51;Ideal;E;VS1;61.5;56.0;1851;5.16;5.11;3.16;83.32161600000002
22073;1.5;Ideal;G;SI2;62.0;57.0;8736;7.31;7.26;4.52;239.87911199999996
22074;1.3;Premium;G;VVS1;60.5;60.0;11162;7.05;7.01;4.25;210.03712499999997
22075;1.05;Premium;G;SI2;61.3;58.0;4318;6.6;6.55;4.03;174.2169
22076;0.34;Premium;H;VS1;62.1;58.0;765;4.49;4.46;2.78;55.670612
22077;0.59;Ideal;E;SI1;62.0;57.0;1607;5.36;5.39;3.33;96.205032
22078;1.56;Good;G;SI2;63.7;54.0;6246;7.35;7.31;4.67;250.912095
22079;0.58;Very Good;D;VVS2;60.0;55.0;2714;5.44;5.49;3.28;97.959168
22080;0.34;Premium;H;VS1;61.4;59.0;596;4.5;4.53;2.77;56.46645
22081;0.53;Ideal;D;VS2;61.1;56.0;1825;5.28;5.24;3.21;88.811712
22082;0.97;Premium;H;SI1;58.0;62.0;3911;6.56;6.48;3.79;161.108352
22083;0.52;Very Good;G;SI1;61.7;57.0;1311;5.13;5.16;3.17;83.912436
22084;0.38;Good;H;SI2;63.4;57.0;547;4.58;4.63;2.92;61.919768
22085;0.31;Premium;J;SI1;62.7;59.0;465;4.32;4.29;2.7;50.03856000000001
22086;2.14;Fair;J;I1;69.4;57.0;5405;7.74;7.7;5.36;319.44528
22087;1.22;Ideal;H;SI2;61.1;57.0;5807;6.9;5.92;4.22;172.37856
22088;1.52;Premium;H;VS1;58.4;59.0;11853;7.55;7.52;4.4;249.8144
22089;0.33;Ideal;G;IF;61.5;55.0;946;4.48;4.5;2.76;55.641600000000004
22090;2.1;Ideal;I;SI1;60.8;60.0;17250;8.24;8.35;5.04;346.77216
22091;0.31;Premium;F;SI1;60.7;58.0;663;4.38;4.35;2.65;50.49044999999999
22092;0.41;Ideal;F;VVS1;60.9;56.0;1295;4.79;4.83;2.93;67.78760100000001
22093;0.51;Ideal;I;SI2;62.2;55.0;913;5.14;5.15;3.2;84.7072
22094;1.5;Very Good;I;VS2;60.8;58.0;9804;7.36;7.42;4.49;245.20428800000002
22095;0.65;Very Good;H;VVS1;61.6;58.0;2318;5.57;5.62;3.42;107.05762800000001
22096;0.5;Ideal;E;SI1;62.3;56.0;1410;5.06;5.12;3.17;82.125824
22097;1.07;Ideal;H;SI1;62.0;57.0;4830;6.51;6.56;4.05;172.95767999999998
22098;0.57;Ideal;G;VS2;60.7;56.0;1313;5.4;5.37;3.27;94.82346
22099;1.56;Very Good;H;SI2;59.9;59.0;8317;7.47;7.52;4.49;252.22305599999999
22100;1.01;Premium;G;SI2;60.4;59.0;4327;6.57;6.52;3.95;169.20378
22101;0.5;Very Good;D;SI1;58.8;60.0;1436;5.18;5.2;3.05;82.1548
22102;0.3;Ideal;F;VS2;62.4;57.0;565;4.29;4.33;2.69;49.968633000000004
22103;0.54;Good;E;SI1;57.2;59.0;1323;5.37;5.32;3.06;87.419304
22104;0.3;Ideal;D;SI1;61.6;57.0;552;4.28;4.32;2.65;48.997440000000005
22105;0.72;Premium;E;SI1;62.1;58.0;2385;5.72;5.69;3.54;115.215672
22106;0.37;Ideal;E;SI1;61.9;56.0;649;4.57;4.6;2.84;59.702479999999994
22107;1.01;Premium;G;SI1;62.6;59.0;4872;6.38;6.3;3.97;159.57018
22108;0.51;Very Good;E;SI1;60.8;57.0;1363;5.12;5.17;3.13;82.852352
22109;0.9;Very Good;D;SI2;59.5;58.0;3989;6.28;6.33;3.75;149.07150000000001
22110;1.6;Premium;H;VS2;62.1;60.0;11796;7.51;7.44;4.64;259.25721599999997
22111;1.66;Good;J;VS2;64.4;54.0;8496;7.45;7.54;4.83;271.31559
22112;1.04;Very Good;I;SI2;61.6;58.0;3449;6.47;6.58;4.02;171.141852
22113;0.52;Premium;G;VVS2;61.2;59.0;1911;5.14;5.16;3.15;83.54556
22114;1.3;Very Good;H;SI2;62.8;58.0;6140;6.93;7.01;4.38;212.77733399999997
22115;0.25;Premium;H;VVS1;60.1;62.0;577;4.11;4.08;2.46;41.251248000000004
22116;0.42;Ideal;E;VS2;62.2;55.0;1024;4.83;4.79;2.99;69.17574300000001
22117;0.9;Premium;D;SI2;59.8;61.0;3780;6.21;6.17;3.7;141.76809
22118;0.3;Very Good;H;VS2;60.9;61.0;473;4.27;4.3;2.61;47.92220999999999
22119;0.31;Ideal;D;VS2;61.2;55.0;942;4.42;4.37;2.69;51.958426
22120;0.49;Very Good;F;SI1;62.3;57.0;985;5.05;5.07;3.15;80.651025
22121;0.5;Ideal;F;SI1;59.9;56.0;1282;5.09;5.36;3.13;85.393912
22122;0.91;Ideal;G;SI1;62.0;54.0;4453;6.23;6.26;3.87;150.929226
22123;1.0;Fair;F;SI2;65.5;56.0;3146;6.3;6.19;4.09;159.49773
22124;0.3;Very Good;G;VVS2;61.3;57.0;684;4.29;4.33;2.64;49.039848000000006
22125;0.3;Ideal;H;VS1;60.8;57.0;503;4.31;4.34;2.63;49.19520199999999
22126;0.24;Premium;E;VS2;62.6;58.0;417;3.99;4.03;2.51;40.360047
22127;2.02;Premium;J;SI2;63.0;58.0;8640;8.07;8.02;5.07;328.13749800000005
22128;2.01;Very Good;E;SI1;60.8;59.0;16956;8.14;8.2;4.97;331.73756000000003
22129;0.31;Ideal;E;VS2;60.9;57.0;872;4.36;4.34;2.65;50.14436
22130;1.46;Fair;G;SI2;64.6;54.0;5504;7.11;7.03;4.57;228.42368100000004
22131;0.4;Very Good;F;VS1;63.4;54.0;909;4.68;4.72;2.98;65.82700799999999
22132;0.37;Ideal;E;VS2;61.9;53.0;1041;4.65;4.62;2.87;61.65621
22133;0.7;Very Good;G;VS2;63.1;55.0;2657;5.64;5.61;3.55;112.32342
22134;0.58;Ideal;E;VS1;60.8;57.0;2241;5.41;5.42;3.29;96.470038
22135;0.31;Premium;D;SI2;62.1;59.0;462;4.31;4.35;2.69;50.43346499999999
22136;0.55;Ideal;D;VS1;61.3;56.0;2251;5.28;5.32;3.25;91.29120000000002
22137;0.74;Good;F;SI2;62.6;65.0;2685;5.66;5.69;3.55;114.32917
22138;0.8;Very Good;E;VS1;60.7;60.0;4118;6.0;6.09;3.67;134.1018
22139;1.3;Premium;J;VS2;61.5;58.0;5951;7.05;7.0;4.32;213.192
22140;0.9;Very Good;F;VS1;62.5;58.0;5279;6.12;6.17;3.84;144.999936
22141;0.41;Premium;E;VVS2;61.8;59.0;1187;4.74;4.78;2.94;66.61216800000001
22142;0.3;Very Good;E;VS2;61.6;61.0;585;4.26;4.31;2.64;48.471984
22143;1.01;Ideal;F;VS2;61.9;55.0;6787;6.47;6.45;4.0;166.926
22144;1.01;Premium;D;SI1;59.8;54.0;5147;6.6;6.5;3.93;168.597
22145;0.32;Ideal;D;VS1;61.4;56.0;720;4.38;4.41;2.7;52.152660000000004
22146;0.59;Ideal;E;VVS2;62.0;55.0;2761;5.38;5.43;3.35;97.86488999999999
22147;0.31;Ideal;E;VVS1;60.5;57.0;942;4.38;4.41;2.66;51.380028
22148;0.85;Premium;I;I1;59.6;58.0;1796;6.24;6.14;3.69;141.377184
22149;0.58;Very Good;E;SI2;59.0;62.0;1377;5.46;5.49;3.23;96.820542
22150;0.9;Ideal;H;SI1;61.5;57.0;3644;6.17;6.23;3.81;146.45297100000002
22151;0.59;Ideal;D;SI1;61.2;56.0;1821;5.43;5.38;3.31;96.69635399999999
22152;0.54;Very Good;F;VS1;61.6;59.0;1600;5.26;5.2;3.22;88.07344
22153;1.5;Good;J;VS1;63.3;57.0;8736;7.2;7.24;4.57;238.22496
22154;1.02;Very Good;F;VVS2;60.9;56.0;9205;6.44;6.5;3.94;164.92839999999998
22155;0.32;Very Good;D;VVS2;61.1;59.0;804;4.39;4.42;2.69;52.19622199999999
22156;0.72;Premium;G;SI2;62.8;61.0;2022;5.68;5.59;3.54;112.39924799999999
22157;1.02;Ideal;F;VS2;62.7;56.0;6479;6.39;6.44;4.02;165.429432
22158;0.7;Ideal;D;SI1;61.8;56.0;2872;5.63;5.73;3.51;113.232249
22159;0.72;Ideal;J;VVS1;62.5;56.0;2249;5.71;5.74;3.58;117.335932
22160;0.6;Very Good;D;SI1;62.2;56.0;1896;5.4;5.44;3.37;98.99712000000002
22161;0.73;Ideal;D;VS2;61.8;54.0;3319;5.89;5.92;3.65;127.27112
22162;1.08;Ideal;H;VS2;62.1;56.0;5839;6.59;6.56;4.08;176.380032
22163;0.9;Ideal;H;VS2;62.4;56.0;4044;6.15;6.18;3.85;146.32694999999998
22164;0.31;Premium;G;VVS1;61.4;58.0;816;4.32;4.35;2.66;49.98672
22165;0.4;Very Good;D;SI1;63.4;58.0;667;4.64;4.67;2.95;63.922959999999996
22166;0.7;Good;F;SI1;61.1;61.0;2445;5.68;5.71;3.48;112.866144
22167;0.4;Very Good;E;VS2;64.0;52.0;925;4.66;4.69;2.99;65.34764600000001
22168;0.9;Fair;G;SI2;64.7;58.0;3104;5.94;6.03;3.87;138.61643400000003
22169;0.51;Ideal;E;VS2;62.0;56.0;1656;5.11;5.15;3.18;83.68647000000001
22170;1.6;Good;E;SI1;63.6;58.0;12467;7.38;7.44;4.71;258.612912
22171;1.13;Premium;I;SI1;61.5;60.0;4854;6.72;6.68;4.12;184.94515199999998
22172;1.53;Ideal;D;SI1;61.2;56.0;13714;7.48;7.45;4.57;254.66782000000003
22173;1.01;Ideal;F;VS1;61.3;57.0;7465;6.44;6.47;3.96;165.000528
22174;1.75;Premium;E;SI1;60.3;61.0;15394;7.82;7.74;4.69;283.870692
22175;0.26;Very Good;G;VVS1;61.4;56.0;545;4.13;4.15;2.54;43.534330000000004
22176;0.36;Ideal;E;VS2;60.7;56.0;738;4.63;4.65;2.82;60.713190000000004
22177;0.41;Premium;G;VS2;59.2;58.0;827;4.8;4.83;2.85;66.07440000000001
22178;0.34;Premium;G;VS2;61.3;58.0;765;4.53;4.51;2.77;56.591930999999995
22179;0.57;Very Good;J;VS2;60.2;62.0;1072;5.33;5.4;3.23;92.96586
22180;1.01;Very Good;E;VS2;60.6;59.0;7195;6.43;6.47;3.91;162.664211
22181;0.32;Ideal;F;SI1;61.4;54.0;586;4.42;4.44;2.72;53.379456000000005
22182;0.34;Ideal;E;VVS1;62.3;56.0;1014;4.45;4.48;2.78;55.42208000000001
22183;1.01;Premium;E;SI1;62.9;60.0;5599;6.43;6.35;4.02;164.13860999999994
22184;0.32;Ideal;G;SI1;61.3;56.0;477;4.39;4.42;2.7;52.39026
22185;0.27;Ideal;F;VVS2;62.7;55.0;760;4.1;4.12;2.58;43.58136
22186;0.71;Very Good;E;VS2;62.4;57.0;2759;5.68;5.73;3.56;115.865184
22187;0.36;Ideal;G;VVS1;61.7;55.0;1163;4.58;4.6;2.83;59.62244
22188;0.31;Good;G;VVS2;63.4;59.0;707;4.26;4.29;2.71;49.52633399999999
22189;0.3;Ideal;H;VS2;61.4;55.0;491;4.34;4.36;2.67;50.522808
22190;1.09;Ideal;F;SI2;61.2;57.0;4981;6.64;6.6;4.05;177.48719999999997
22191;0.5;Very Good;D;VS2;60.1;63.0;1712;5.13;5.09;3.07;80.16291899999999
22192;0.4;Premium;I;VVS1;60.8;58.0;842;4.76;4.78;2.9;65.98312
22193;0.5;Premium;G;VVS2;61.6;60.0;1838;5.1;5.13;3.15;82.41344999999998
22194;0.4;Ideal;I;IF;62.4;56.0;982;4.7;4.73;2.94;65.35914000000001
22195;0.72;Ideal;E;VS1;61.9;55.0;3283;5.74;5.77;3.56;117.906488
22196;1.72;Premium;I;VVS2;62.7;58.0;12509;7.6;7.54;4.75;272.19399999999996
22197;1.01;Very Good;E;SI1;59.5;57.0;5534;6.56;6.62;3.92;170.234624
22198;0.73;Very Good;F;SI1;62.5;56.0;2445;5.69;5.73;3.57;116.39520900000001
22199;0.3;Premium;H;SI1;62.9;58.0;554;4.28;4.24;2.68;48.634496000000006
22200;1.52;Premium;I;VS2;62.6;59.0;9108;7.34;7.19;4.55;240.12443
22201;0.42;Very Good;H;SI1;63.1;57.0;898;4.78;4.76;3.01;68.485928
22202;0.3;Ideal;E;VS1;62.1;58.0;694;4.26;4.28;2.65;48.31692
22203;0.61;Good;H;VVS2;58.7;64.0;1976;5.53;5.5;3.24;98.54460000000002
22204;1.77;Ideal;J;VS1;62.2;56.0;11150;7.77;7.73;4.82;289.499322
22205;0.58;Premium;G;VS1;61.5;58.0;1884;5.35;5.41;3.31;95.802985
22206;0.32;Very Good;H;VS1;63.0;55.0;561;4.4;4.42;2.78;54.065439999999995
22207;0.3;Premium;I;VVS1;62.6;60.0;552;4.25;4.28;2.67;48.5673
22208;0.5;Ideal;H;VS2;60.8;56.0;1446;5.17;5.19;3.14;84.253422
22209;0.26;Very Good;G;VS2;61.7;57.0;423;4.11;4.15;2.55;43.494075
22210;0.43;Very Good;F;SI1;62.4;57.0;792;4.79;4.82;3.0;69.2634
22211;1.52;Ideal;E;SI2;60.1;57.0;9405;7.49;7.53;4.51;254.362647
22212;0.31;Ideal;G;IF;61.9;56.0;988;4.39;4.36;2.71;51.870484
22213;1.01;Ideal;D;VS2;62.6;54.0;7602;6.46;6.42;4.03;167.136996
22214;2.0;Ideal;J;SI1;62.4;54.0;12433;8.02;8.09;5.03;326.355454
22215;2.01;Premium;H;SI1;60.9;59.0;16733;8.15;8.04;4.93;323.04317999999995
22216;1.01;Ideal;E;SI1;62.2;57.0;5973;6.41;6.35;3.97;161.592895
22217;1.0;Good;D;VS2;60.7;61.0;7026;6.4;6.46;3.9;161.2416
22218;2.04;Ideal;J;SI1;61.7;57.0;14130;8.11;8.17;5.02;332.61867399999994
22219;0.83;Very Good;E;SI1;63.8;54.0;3295;5.96;6.04;3.83;137.87387199999998
22220;0.91;Fair;H;SI1;64.4;60.0;3180;6.1;6.07;3.92;145.14584
22221;1.0;Good;G;SI2;58.1;65.0;3541;6.48;6.46;3.76;157.39660800000001
22222;1.25;Ideal;J;VVS2;61.1;57.0;5975;6.91;6.94;4.23;202.85134200000005
22223;0.3;Very Good;G;VVS1;62.8;58.0;789;4.27;4.3;2.69;49.39108999999999
22224;2.01;Very Good;I;SI1;58.9;63.0;15140;8.22;8.16;4.82;323.30246400000004
22225;1.32;Premium;I;SI2;61.3;59.0;5588;7.01;6.95;4.28;208.51946
22226;0.51;Premium;E;VVS1;61.4;60.0;2323;5.11;5.05;3.12;80.51316000000001
22227;0.31;Ideal;F;VVS1;61.0;57.0;884;4.38;4.39;2.67;51.339293999999995
22228;0.7;Premium;H;VS1;60.5;58.0;2245;5.73;5.77;3.48;115.05610800000001
22229;1.21;Premium;H;VS2;59.3;60.0;6849;6.93;6.99;4.13;200.060091
22230;0.55;Very Good;E;VVS2;60.6;56.0;2499;5.33;5.36;3.24;92.56291200000001
22231;1.5;Very Good;I;SI2;63.2;52.0;6115;7.28;7.24;4.59;241.92604799999998
22232;0.74;Premium;D;VS2;61.8;58.0;2897;5.81;5.77;3.58;120.01484599999999
22233;0.38;Ideal;E;SI2;61.2;57.0;812;4.71;4.67;2.87;63.127659
22234;1.6;Premium;J;SI1;62.2;58.0;7550;7.48;7.54;4.67;263.384264
22235;3.0;Fair;I;SI2;64.8;59.0;16970;8.93;8.73;5.72;445.92490799999996
22236;0.4;Very Good;E;VVS1;61.2;61.0;1333;4.7;4.74;2.89;64.38342000000002
22237;1.01;Ideal;F;SI2;60.5;57.0;4416;6.49;6.53;3.94;166.976018
22238;0.3;Ideal;E;VS2;62.0;57.0;603;4.26;4.29;2.65;48.42980999999999
22239;0.7;Ideal;D;VS2;60.3;60.0;2991;5.71;5.76;3.46;113.798016
22240;1.07;Ideal;G;SI2;62.0;57.0;4401;6.58;6.55;4.07;175.41293
22241;1.1;Ideal;G;SI2;62.5;55.0;5407;6.61;6.66;4.15;182.69379000000004
22242;0.53;Premium;E;SI1;60.0;60.0;1607;5.27;5.24;3.21;88.643508
22243;1.01;Premium;H;SI2;60.6;61.0;3959;6.45;6.38;3.89;160.07739
22244;1.6;Ideal;G;VS1;62.0;54.0;17050;7.53;7.5;4.6;259.78499999999997
22245;1.07;Ideal;D;VVS2;60.3;56.0;12545;6.63;6.68;4.01;177.59648399999998
22246;0.5;Ideal;D;SI2;61.0;57.0;1250;5.15;5.12;3.13;82.53184
22247;1.13;Ideal;E;VVS2;61.6;56.0;11115;6.69;6.71;4.13;185.39528700000002
22248;0.43;Ideal;F;SI2;61.6;55.0;698;4.87;4.9;3.01;71.82763
22249;1.31;Premium;G;SI1;62.2;56.0;7358;7.02;6.97;4.35;212.84288999999995
22250;1.51;Premium;F;SI1;62.2;59.0;11607;7.34;7.3;4.55;243.7981
22251;1.0;Premium;F;VVS2;61.5;59.0;9139;6.4;6.38;3.93;160.46976
22252;0.79;Ideal;D;SI1;61.3;54.0;3328;5.96;6.01;3.67;131.457932
22253;0.73;Very Good;F;SI1;61.7;60.0;2771;5.79;5.82;3.58;120.638124
22254;0.9;Good;E;SI1;59.8;64.0;4229;6.14;6.21;3.69;140.697486
22255;0.4;Good;E;SI1;63.6;57.0;882;4.69;4.65;2.97;64.77124500000001
22256;0.91;Very Good;F;SI1;63.7;58.0;3991;6.08;6.11;3.88;144.137344
22257;1.01;Ideal;F;SI2;62.7;57.0;3945;6.37;6.43;4.01;164.24599099999998
22258;0.27;Very Good;E;VVS2;62.5;59.0;620;4.09;4.14;2.57;43.51678199999999
22259;1.09;Very Good;G;VS1;62.5;59.0;6827;6.54;6.57;4.1;176.16798
22260;1.14;Premium;H;VS2;60.2;58.0;6095;6.81;6.74;4.08;187.269552
22261;1.2;Ideal;E;VVS2;61.5;57.0;11883;6.79;6.89;4.21;196.956851
22262;1.66;Ideal;I;VS1;61.0;55.0;10691;7.67;7.64;4.67;273.656396
22263;1.01;Good;H;SI1;64.0;58.0;4191;6.37;6.31;4.06;163.19048199999997
22264;0.34;Very Good;H;VVS2;63.1;57.0;674;4.41;4.49;2.81;55.64052900000001
22265;0.33;Premium;G;SI2;62.6;58.0;557;4.42;4.4;2.76;53.67648
22266;1.23;Ideal;G;VS1;61.2;56.0;9119;6.92;6.98;4.25;205.2818
22267;0.9;Very Good;D;SI2;62.5;55.0;4946;6.16;6.2;3.86;147.42112
22268;1.05;Ideal;H;VS2;61.7;57.0;5728;6.52;6.55;4.03;172.10518
22269;0.9;Ideal;H;SI1;61.1;58.0;3967;6.24;6.19;3.79;146.39102400000002
22270;1.0;Good;H;VVS2;63.7;52.0;6194;6.41;6.36;4.07;165.92413200000001
22271;0.38;Ideal;F;IF;62.2;54.0;1212;4.64;4.69;2.9;63.10864
22272;1.01;Premium;F;VS1;61.7;58.0;7372;6.4;6.43;3.96;162.96192
22273;0.7;Premium;D;VVS2;61.5;60.0;3210;5.71;5.64;3.49;112.39335600000001
22274;0.3;Very Good;G;VVS1;63.3;55.0;1013;4.3;4.26;2.71;49.64177999999999
22275;2.12;Very Good;H;SI1;60.7;55.0;18118;8.28;8.36;5.05;349.56503999999995
22276;1.06;Premium;E;SI2;60.0;59.0;3989;6.64;6.59;3.97;173.717672
22277;0.41;Ideal;G;VVS2;61.1;55.0;1076;4.83;4.8;2.94;68.16096
22278;0.5;Ideal;I;SI2;62.2;53.0;895;5.11;5.14;3.19;83.786626
22279;1.5;Ideal;I;VS2;62.6;55.0;9408;7.39;7.31;4.6;248.49613999999997
22280;1.68;Ideal;E;SI2;60.4;55.0;11781;7.7;7.79;4.68;280.72044
22281;0.63;Good;F;SI2;64.2;56.0;1240;5.4;5.34;3.45;99.48420000000002
22282;0.38;Ideal;D;VS1;61.0;57.0;955;4.66;4.69;2.85;62.28789000000001
22283;1.27;Premium;F;VVS1;62.5;56.0;13320;6.99;6.93;4.35;210.71704499999998
22284;0.93;Premium;F;SI1;62.3;59.0;5729;6.25;6.21;3.88;150.5925
22285;0.41;Ideal;F;VVS1;62.3;53.0;1295;4.77;4.8;2.98;68.23007999999999
22286;0.42;Good;G;SI1;63.2;57.0;737;4.77;4.79;3.02;69.00186599999999
22287;0.6;Premium;E;VS2;62.7;58.0;1819;5.34;5.37;3.36;96.35068799999999
22288;0.24;Ideal;H;VVS1;62.4;56.0;449;3.99;4.03;2.5;40.199250000000006
22289;0.7;Ideal;D;VS1;62.6;58.0;3287;5.64;5.67;3.54;113.20495199999999
